rating,content,date,weekday,vector
4,"13시간 웨이팅했습니다. 오래 기다려서 맛보는 돈가스라 그 자체가 감격스러웠습니다. 가격 대비 분명 훌륭한 돈가스입니다만, 13시간을 기다려서 맛볼 가치 있는 맛인지는 모르겠습니다. 텐트 꼭 가지고 가셔야 되고, 대기 번호 받으시면 근처 사우나에서 샤워하시는 걸 추천합니다.
개인적으로는 비주얼은 치즈돈가스가, 맛은 등심돈가스가 좋았습니다.",2021-07-22,3,"[-0.0003, -0.0004, 0.0003, 0.0014, -0.0004, 0.0016, -0.0017, 0.0017, 0.0008, -0.0002, -0.0002, -0.0012, 0.0019, -0.0016, 0.0027, -0.0001, -0.0023, 0.0012, 0.0002, 0.0022, -0.0014, -0.0006, 0.0030, -0.0011, -0.0004, 0.0026, -0.0028, -0.0021, 0.0033, 0.0024, 0.0016, -0.0021, -0.0016, 0.0013, 0.0009, 0.0017, 0.0025, 0.0011, 0.0009, -0.0022, 0.0025, -0.0015, -0.0003, -0.0003, 0.0033, -0.0009, 0.0012, -0.0020, 0.0008, 0.0025]"
4,"웨이팅이 어마마마 했지만 순번 2!
더본호텔에 숙박해서 줄을 서봄.
치즈는 오전에 튀겨 놓은 걸 받았으나 별 감동이..
안심음 미쳤음 ㅠㅠ
너무 바삭해서 입천장이 까지고 육즙과 너무 부드러워서 놀램!!
왜 연돈연돈 하는지 알았음!!",2024-07-22,0,"[-0.0007, 0.0018, -0.0014, -0.0007, 0.0012, -0.0004, 0.0035, -0.0013, -0.0041, 0.0013, -0.0009, -0.0045, 0.0014, -0.0025, -0.0018, 0.0002, 0.0011, 0.0008, -0.0003, 0.0020, 0.0004, -0.0001, 0.0005, -0.0017, 0.0013, -0.0011, 0.0001, 0.0004, -0.0025, -0.0031, -0.0024, 0.0015, -0.0006, -0.0013, -0.0023, -0.0000, 0.0022, -0.0002, 0.0020, -0.0027, -0.0000, 0.0025, 0.0026, -0.0018, 0.0025, 0.0019, -0.0039, 0.0000, 0.0024, 0.0068]"
5,"#연돈 #등심돈까스 #제주맛집 #서귀포맛집 #카레맛집
.
그 유명한 연돈에 방문! 예약제로 바껴서 제주에 위치한 사람들로만 전날 8시에 전체 예약을 오픈한다. 처음 예약은 8시에 딱 들어가서 예약을 시도 했지만 회원가입을 안 해서 회원가입하라고 하면서 전화번호 인증 에러나서 12분 걸려서 실패!
.
어느날 아 그러고 보니 하고 한번 들어가봤더니 오! 당일 저녁에 누군가 1명이 취소를 해서 빈자리를 우연히 좋은 타이밍에 내가 예약! 땡잡았지만 치즈 돈까스는 예약이 안 되고 등심만 예약가능하지만 뒤도 안 돌아보고 바로 예약!
.
조금 일찍 도착해서 있을때, 밖에서 포장으로 파는 멘치카츠 비슷한 것이 있길래 흠 에피타이저로 먹어야지 했는데 3천원인데 한 카츠 반개 사이즈 정도 되었다… (나중에 나올때 사서 나올껄 ㅠ)
.
어쨌든 딱 시간이 되어 들어가는데, 내 앞에 사람이 예약대행으로 오신 듯한데 이야기를 하시는 동안 나는 입장! 기대를 가지고 추가 카레도 함께 주문!
.
내부 정말 깔끔하고 예약제로 되어 편하고, 주문도 바로 들어가서 튀겨서 나오는데, 시스템화가 되어 개인적으로 좋다고 생각!
.
카츠가 나왔는데 오! 정말 크고 튀김옷 정말 바삭하게 생기고, 앞에 고기는 기름없이 고기로 가득차있다! 소스도 이것저것 들어가 조금 특별함을 주고, 밑반찬도 적당하다.
.
등심은 겉바삭 속부드럽이라 정말 맛있다! 그래도 텐트를 치고 기다려서 먹을 정도는 아니.. 가격대비 양이 꽉차 있고 맛있는 편! 그래도 개인적으로는 여기 카레가 엄청 맛있음! 일본에서 먹던 코마카레(갈은 고기가 들어간 카레?) 느낌인데, 맛이 정말 괜찮다! 꼭 같이 주문해서 찍어먹는 것을 추천! 치즈 돈까스도 궁금하지만 예약이 힘드니 일단 요정도로 만족!",2021-07-22,3,"[-0.0013, 0.0005, -0.0015, -0.0011, 0.0000, -0.0010, 0.0005, 0.0010, -0.0013, -0.0004, 0.0007, -0.0021, -0.0017, 0.0003, 0.0010, -0.0013, 0.0001, -0.0004, -0.0012, 0.0005, -0.0009, 0.0013, 0.0007, -0.0001, 0.0009, -0.0002, -0.0018, 0.0001, -0.0011, 0.0009, 0.0011, -0.0012, -0.0013, -0.0010, -0.0000, 0.0007, 0.0001, 0.0015, 0.0014, -0.0015, 0.0023, -0.0003, -0.0009, 0.0013, 0.0036, -0.0008, -0.0004, -0.0013, -0.0011, 0.0006]"
5,"7시30분부터 기다렸어요!
저는 20번째 정도 되는거같았어요.
골목식당에서 주의깊게 보았긴했는데
기다리면서 먹는걸 왜 할까했다가
집 근처이기도 하고, 갑자기 꽂혀서 기다렸어요.
앞에 텐트3개있고 캠핑의자도 빌려주는게 있어서 신기했어요.ㅋㅋ
나름 재밌는 광경도 보고, 이렇게까지 기다리는 나도 웃기고, 영상 2~3개 정도보니 지루하지 않게 기다린거같아요.
그냥 재미있었어요 ㅎㅎㅎ.
9시쯤 지나니 빙 돌아서 옆 건물까지 줄을 섰어요.

1시에 입장해서 저희부부가 소식은 아니고 그렇다고 대식가는 아니지만.. 카레추가에 등심1개,치즈2개 주문해서 먹었는데 배가 빵빵할 정도로 먹었어요.
다 맛있었는데
카레는 특히나 아이가 잘 먹었고
남편은 등심이 입맛에
저는 치즈가 입맛에 잘 맞았어요!
특히 소스도 소스인데 소금에 찍어먹는게 진짜 맛있었어요.
돈까스가 많이 먹거나 하면 기름 절은? 그런것 때문에 물리는데 그런것도 없었어요.
두툼하니 고기잡내없이 고기맛도 잘 느껴지고..
2~3시간정도는 저는 기다릴만해서 기회가 되면 또 오고싶어요!",2021-07-22,3,"[0.0009, 0.0013, -0.0009, -0.0004, 0.0005, -0.0003, 0.0020, 0.0011, -0.0008, 0.0004, 0.0017, -0.0013, -0.0001, 0.0016, -0.0013, -0.0010, -0.0022, 0.0007, -0.0002, 0.0004, -0.0002, -0.0001, 0.0010, -0.0004, 0.0008, 0.0013, -0.0017, -0.0021, -0.0024, 0.0005, 0.0006, -0.0007, 0.0003, 0.0006, -0.0008, 0.0016, -0.0008, 0.0008, 0.0031, -0.0016, -0.0003, 0.0005, 0.0026, 0.0011, 0.0013, -0.0012, -0.0001, -0.0003, 0.0008, -0.0001]"
5,돈까쓰 아주 좋았어! 너무 맛있었어! 매우 부드러웠어! 칭찬합니다~ 예약하는게 쉽지않지만 무한대기 보다는 나은거 같음. 그리고 우측 입구에는 포장 가능한 메뉴가 있기에 예약하지 않아도 될듯.,2021-07-22,3,"[0.0003, -0.0013, 0.0007, 0.0027, -0.0040, -0.0008, 0.0015, 0.0034, -0.0001, 0.0035, -0.0023, -0.0009, -0.0005, 0.0006, 0.0037, 0.0020, -0.0022, -0.0032, 0.0001, 0.0016, -0.0040, -0.0038, 0.0035, -0.0077, 0.0010, 0.0016, 0.0025, -0.0019, 0.0002, -0.0040, -0.0022, -0.0019, -0.0002, 0.0005, 0.0018, 0.0008, 0.0045, 0.0018, -0.0023, -0.0040, 0.0033, -0.0001, -0.0005, -0.0008, 0.0025, -0.0030, 0.0017, -0.0005, -0.0015, 0.0019]"
5,테이블링이라는 어플에서 철저한(+치열한) 사전예약제로 운영됩니다. 인생돈까스♥♥ 치즈보더 등심이 훨씬맛있고 카레도 맛있어서 밥도둑이에요! 돈까스를 소금에 찍어먹는게 처음인데 맛있습니다~~ 소스도 맛있고요! 샐러드까지도 맛있는^^ㅎㅎ 깍뚜기도 장국도 맛있어요~~,2021-07-22,3,"[-0.0008, -0.0004, 0.0004, -0.0024, -0.0005, -0.0020, -0.0015, 0.0009, 0.0014, -0.0027, -0.0022, -0.0024, -0.0021, 0.0016, -0.0008, -0.0032, 0.0033, 0.0002, -0.0017, -0.0008, 0.0009, 0.0010, 0.0017, -0.0020, 0.0003, -0.0032, -0.0000, -0.0023, -0.0029, 0.0015, 0.0031, -0.0003, 0.0024, 0.0005, -0.0008, -0.0026, 0.0012, -0.0046, -0.0006, -0.0008, -0.0026, -0.0012, 0.0037, -0.0011, 0.0047, -0.0000, -0.0001, 0.0008, 0.0009, 0.0018]"
5,"테이블링 예약에 성공해서 다녀왔습니다.
안심까스 부드럽고 바삭하고
치즈까스는 치즈가 흘러넘칩니다.
카레 추가해서 먹었는데 진심 맛있습니다.
식사 후 볼카츠도 먹었는데
느끼함이 없는거 보면
정말 깔끔하게 잘 만드시는거 같아요.",2022-07-22,4,"[0.0020, 0.0029, -0.0036, -0.0015, -0.0004, -0.0018, 0.0031, 0.0011, -0.0010, 0.0003, -0.0026, 0.0002, 0.0005, -0.0007, -0.0005, -0.0019, 0.0020, 0.0009, -0.0031, -0.0009, 0.0004, -0.0008, -0.0002, -0.0014, 0.0036, 0.0013, -0.0029, 0.0012, -0.0030, -0.0000, 0.0031, 0.0029, -0.0008, -0.0025, 0.0001, 0.0029, 0.0008, 0.0031, 0.0043, -0.0007, -0.0010, -0.0042, -0.0006, -0.0003, 0.0042, -0.0015, -0.0002, -0.0021, 0.0055, 0.0030]"
5,"기다려야했지만 연돈 앞 다이소에서 이것저것 구경하고 물건도 사다보니 지루하지않았어요
안심까스 등심까스 다 고기가 부드럽고 겉은 바삭했고 카레도 괜찮았어요  양배추샐러드도 양도 많고 맛있었어요",2024-07-22,0,"[0.0013, 0.0009, 0.0019, -0.0021, 0.0016, 0.0002, -0.0001, 0.0047, -0.0033, 0.0025, -0.0027, 0.0016, 0.0012, 0.0001, -0.0029, 0.0014, 0.0021, -0.0030, -0.0019, -0.0026, -0.0037, 0.0006, -0.0004, -0.0081, 0.0030, 0.0064, 0.0004, 0.0007, -0.0012, -0.0013, 0.0012, -0.0001, 0.0005, -0.0013, -0.0026, 0.0040, 0.0023, 0.0038, 0.0008, -0.0027, 0.0031, -0.0012, 0.0016, 0.0033, -0.0000, -0.0014, 0.0027, 0.0027, 0.0038, -0.0005]"
3,"서울 어디서든 먹을 수 있는 카츠 맛
서울 일식카레 파는곳 어디서든 먹을 수 있는 카레 맛
모든게 셀프, 가격도 저렴한편 아님
가야 될 이유가 1%도 없음",2024-11-22,4,"[0.0013, -0.0048, -0.0001, 0.0039, -0.0068, -0.0009, 0.0034, -0.0018, -0.0014, 0.0018, 0.0016, -0.0010, -0.0021, -0.0012, 0.0015, 0.0032, 0.0059, 0.0030, -0.0004, -0.0038, -0.0054, 0.0013, 0.0018, -0.0026, 0.0039, 0.0017, -0.0029, 0.0019, 0.0009, -0.0005, 0.0008, -0.0008, 0.0052, -0.0042, -0.0038, -0.0025, 0.0017, -0.0005, 0.0042, -0.0004, 0.0015, 0.0030, -0.0024, -0.0005, 0.0026, -0.0021, 0.0006, -0.0040, 0.0047, 0.0042]"
5,"예약하기는 어렵지만~
가성빅가 좋은 제주도 돈까스집!

요즘은 예약 대여나 양도가 불가능하다.

테이블링 어플로 8시에 다음날 예약가능
(8시 기준를 네이버카운팅시계로 해보자)

카레를 추가하길 추천함,
카레도 너무 맛난다",2022-07-22,4,"[0.0022, 0.0011, -0.0016, -0.0023, 0.0003, 0.0017, 0.0033, 0.0028, -0.0034, 0.0006, -0.0002, -0.0002, 0.0001, 0.0033, 0.0004, -0.0009, 0.0027, -0.0023, 0.0011, -0.0026, 0.0007, 0.0012, 0.0031, -0.0011, 0.0008, -0.0004, 0.0009, 0.0018, -0.0000, 0.0010, 0.0010, 0.0004, 0.0043, -0.0038, -0.0028, -0.0017, -0.0005, 0.0002, 0.0015, -0.0009, 0.0016, 0.0000, 0.0004, 0.0033, 0.0066, 0.0009, 0.0013, -0.0029, 0.0042, 0.0027]"
5,"치즈까스는 치즈가 적절히 녹아있고 소스를 찍어 먹어도 치즈향이 느껴집니다. 여러겹의 고기가 치즈를 감싸고 있는데 바삭한 식감뒤에 느껴지는 치즈맛이 참 좋았습니다.
.
등심까스는 바삭한 튀김과 부드러운 고기가 잘 붙어있어서 베어물때 식감이 너무나도 좋더라구요.
.
그리고 추가 카레의 경우 밥을 다 비벼서 바닥까지 싹싹 긁어 먹을 정도로 매력적이었습니다.
.
가격을 생각하면 더욱 만족스러웠습니다.
.
개인적으로는 한번정도는 고생해도 먹을만한 맛이라는 생각이 듭니다.
휴가지에서 줄을 이렇게까지 서서 먹어야하나? 라는 질문을 한다면 한번 다시 고민해보시라고 말씀드리겠습니다. 여행지에서 어떤 추억을 만드는 것이 더 행복하느냐는 사람마다 다르니까요.",2020-07-22,2,"[0.0020, 0.0004, -0.0024, -0.0012, 0.0008, 0.0015, 0.0019, 0.0009, -0.0026, -0.0023, -0.0009, 0.0001, 0.0010, -0.0007, 0.0010, -0.0000, -0.0002, 0.0000, -0.0037, -0.0014, 0.0003, 0.0008, 0.0028, -0.0002, -0.0007, 0.0008, 0.0010, -0.0017, -0.0020, -0.0001, 0.0024, -0.0021, -0.0003, -0.0009, -0.0012, 0.0027, -0.0012, -0.0003, -0.0007, -0.0024, -0.0001, -0.0030, 0.0005, 0.0017, 0.0011, -0.0007, -0.0014, -0.0020, 0.0013, -0.0007]"
5,"현 코로나 시기 테이블링 예약 성공하여 연돈을 먹게 되었습니다.
8시 정각에 실패해도 포기하지마시고 광클하여 취소자리를 노려보세요.
돈까스의 전체적인 튀김옷이 엄청 바삭합니다.
등심카츠는 조금 평범하지만 치즈카츠는 먹어본 치돈 중 최고였습니다.  시간이 좀 지나도 치즈가 많이 안 굳었습니다.
그리고 무조건 카레추가해서 드세요. 카레는 정말 맛있습니다.
사진에 긴 줄은 12시 오픈시 새로 생긴 볼카츠 구매줄입니다. 웨이팅이 긴점 참고하세요.",2021-07-22,3,"[-0.0034, 0.0011, 0.0009, -0.0036, 0.0028, -0.0002, 0.0017, 0.0032, 0.0013, -0.0034, -0.0020, -0.0014, 0.0010, 0.0004, -0.0009, -0.0009, 0.0014, -0.0004, 0.0003, -0.0002, 0.0009, -0.0009, 0.0022, 0.0008, -0.0006, 0.0002, -0.0007, 0.0019, 0.0012, -0.0029, 0.0005, 0.0018, -0.0008, -0.0025, 0.0026, 0.0008, 0.0017, -0.0011, -0.0000, 0.0000, 0.0021, -0.0024, 0.0023, -0.0000, 0.0026, 0.0004, 0.0002, -0.0003, 0.0003, 0.0009]"
4,"별이 네개인 이유는, 정말 예약이 어려워서 !
제주에 올 때마다 예약에 실패하고 일년만에 광클 성공해서 다녀왔습니다. 들어가면 모두 성공한 뿌듯함에 앉아있음 ㅋㅋ 예약제 한정인원만 받기 때문에 들어가면 바로 지정좌석로 안내해 주시고, 조금만 기다리면 순차적으로 음식이 서브 됨. 안타깝게도 일반 돈까스 밖에 예약을 못 했지만.. 테이블에 부착되어 있는 설명대로 먼저 그냥 먹어보고, 두번째 소금, 세번째 특제소스, 네번째 수제카래 순으로 찍어 먹어봤는데… 하나하나 다 맛있음. 솔직히 맛있긴 함 ㅜㅜ 광클의 노력이 아깝지 않았음!!! 카레는 다만 추가해야 함. 3000원~ 돈까스 가격도 엄청 합리적. 일반 9000원, 치즈 1만원. 제주 흑돼지 돈가스 많은데 연돈도 흑돼지를 씀. 다른 곳에 비해 저렴함! 최고~ 주차 바로 앞에 할 수 있음!
이제 언제 또 먹어보려나 ~",2022-07-22,4,"[-0.0000, -0.0005, 0.0007, 0.0019, -0.0014, -0.0002, 0.0034, 0.0030, -0.0019, 0.0000, 0.0011, -0.0031, 0.0001, 0.0004, 0.0000, -0.0002, 0.0005, 0.0003, -0.0014, 0.0005, -0.0015, 0.0013, 0.0027, -0.0023, 0.0007, -0.0001, -0.0005, 0.0007, -0.0014, -0.0009, 0.0018, -0.0001, 0.0006, 0.0006, -0.0005, 0.0016, 0.0020, -0.0007, 0.0016, -0.0032, -0.0001, -0.0010, 0.0007, -0.0016, 0.0017, 0.0001, -0.0027, -0.0004, 0.0006, -0.0004]"
4,"제주와서 연돈을 꼭 먹어보고 싶었으나..흑돼지먹느라 깜빡하고 예매시간을 놓쳐 실패. 결국 볼카츠만이라도 먹어보자하고 방문했습니다. 볼카츠 런칭하고 사장님이 이쪽에 신경을 많이 쓰시는지 직접 볼카츠쪽 주방에서 튀기고 계시더라구요. 연예인 본듯 신기신기ㅋㅋㅋ덕분에 연돈사장님이 직접 튀기시는 장인의 손맛을 볼수있겠구나 기대감이^^볼카츠는 12시에 오픈인데 저희는 10분전 도착했고 대기 2번이었구요. 오픈시간가까워져 오니 순식간에 대기줄이 늘어나네요. 사장님이 직접 튀기신다는 소문듣고 오시나봅니다.(다른 연돈 제주지점은 이정도는 아니었음)저처럼 꿩대신 닭이라고 볼카츠만 드시러오는 분들이 많아 주차장 아수라장. 일행이 오심 운전자는 차에 있고 일부가 얼른가서 웨이팅하시는걸 추천드려요.
야구공만한 사이즈의 볼카츠구요. 튀김옷은 진짜 튀김장인이라고 인정하고 싶을정도로 바삭하고 남다릅니다. 내용물은 육즙많은 고기만두속,고로케맛. 두개사서 4인가족이 나눠먹었는데 신의한수인게 느끼해서 한명이 한개 다 못먹습니다. 딱 반개가 적당하네요. 세트로 사가시는 분들이 절대다수던데 저희는 그정도까지는 아니었고 전설의 연돈사장님의 손맛이 궁금해서 먹어봤네요. 연돈사장님의 프리미엄이 없는 다른지점 방문은 조금 고려해볼거 같습니다. 사장님 장인 인정.",2022-07-22,4,"[-0.0004, -0.0003, 0.0006, 0.0006, 0.0002, -0.0001, 0.0002, 0.0025, 0.0005, -0.0012, -0.0011, 0.0006, -0.0013, 0.0002, 0.0000, 0.0006, 0.0002, -0.0017, 0.0008, 0.0017, 0.0017, -0.0002, 0.0027, -0.0010, 0.0023, 0.0008, -0.0008, -0.0013, -0.0005, -0.0002, 0.0001, -0.0007, -0.0002, 0.0003, 0.0007, 0.0008, 0.0015, -0.0012, -0.0005, -0.0001, -0.0007, 0.0004, 0.0033, 0.0009, 0.0018, 0.0020, 0.0003, 0.0001, 0.0009, 0.0011]"
4,"연돈 연돈 연돈!
제주도 연돈!!!

이름값은 하는 맛집!
치즈돈까스 굿!!!!!

하지만 다른 맛있는 돈까스집도 비슷하거나 그집맛의 특징있는 맛을 가지고 있음!
그래서 한번쯤 캠핑하면서 먹어볼만은 하지만 또 이렇게 할 생각은 없음!

전날 오후8시 네번째 텐트침!
캠핑준비해서 갔는데 나름 재미있는 경험임!
연돈 옆 호프집에서 맥주!
연돈앞 야외 라면 떡볶기 맛집에서 야식! 여기도 진짜 맛집!

텐트서 자고 7시에 일어나보니까! 주차장까지 대기줄이 있음!
즉 새벽4-5시 사이에 와도 이젠 먹을 수 있음!
전날 텐트치고 캠핑하는건 재미로 한번 해볼만함!

더본 옆이라 더본호텔잡고 왔다갔다하면서 나름 재미있는 시간이었음!",2020-07-22,2,"[0.0004, -0.0011, 0.0007, 0.0020, 0.0003, 0.0015, 0.0024, 0.0012, -0.0008, -0.0018, 0.0024, -0.0019, -0.0006, -0.0013, 0.0016, 0.0013, 0.0021, -0.0026, -0.0047, 0.0001, 0.0003, 0.0001, 0.0008, -0.0032, 0.0017, -0.0002, 0.0003, -0.0010, -0.0004, 0.0003, 0.0009, -0.0029, 0.0003, -0.0005, -0.0018, 0.0015, 0.0032, 0.0011, 0.0017, -0.0024, 0.0029, -0.0005, -0.0005, 0.0011, 0.0017, 0.0003, -0.0020, -0.0032, -0.0010, -0.0012]"
3,"이미 브랜딩이 잘 되어있는 식당이라 긴 웨이팅은 감안하고 방문했습니다. 판매하는 메뉴를 다 주문했습니다.

치즈돈까스는 모짜렐라 맛이 돈까스맛을 다 덮을 정도로 강했습니다. 돈까스의 튀김옷이 굉장히 크리스피해서 개인적으로 좋았습니다.
등심과 안심 돈까스는 안쪽같이 다 익혀져있어 육즙이 들어있지않고 잘 익혀져있는 스타일의 돈까스입니다. 이날 등심에서 돼지 누린내가 조금 느껴져서 아쉬웠습니다. 돈까스 소스는 시판 돈까스 소스 맛이었습니다.
카레도 케러멜 어니언으로 잘 끓인 일본식 카레. 딱 그 정도 그 이상은 아닙니다.

돈까스와 같이 나온 양배추 셀러드에테이블에 배치된 핑크솔트를 살짝 뿌려 먹으니 정말 맛있었습니다.

테이블 오더로 주문해서 배식대에서 주문한 음식을 찾아가고, 다 먹으면 퇴식대에 올려놓는 시스템입니다.

아침 7시부터 줄 서서 기다린다면 시간대비 맛과 가격, 불친절하게 느껴지는 서비스를 감안하신다면 비추천합니다.

나중에 연돈을 추억하게 된다면 양배추 샐러드와 핑크솔트 조합이 맛있었던 곳으로 기억에 남을 거 같습니다.",2024-07-22,0,"[-0.0009, -0.0002, 0.0005, -0.0004, 0.0004, -0.0003, 0.0017, 0.0018, -0.0035, 0.0001, -0.0006, -0.0033, -0.0003, 0.0016, 0.0006, 0.0001, -0.0004, 0.0010, -0.0031, -0.0020, -0.0008, 0.0032, 0.0019, -0.0007, -0.0008, -0.0008, -0.0001, -0.0000, -0.0029, -0.0011, 0.0009, -0.0000, 0.0012, 0.0003, -0.0001, 0.0031, 0.0011, 0.0013, -0.0002, -0.0017, 0.0009, -0.0001, -0.0015, 0.0005, 0.0036, 0.0013, 0.0009, -0.0024, 0.0017, 0.0011]"
5,"운이 좋아서 웨이팅 별로 안 기다렸어요!
3월은 주차 무료이구용
치즈 돈까스는 먹고 싶었는데 품절 되서 못먹었어요..아쉽..
배부룬대 남기기에는 저녁에 잠 못 잘 정도로 맛있었어요..아 볼카츠 더 먹을걸..
음식에 10만원 넘게 쓴건 첨입니다
돈까스가 포장이 안돼는 점이 아쉬웠습니다(정확하지 않습니다)
제주도 여행 와서 제일 행복했습니다..
영원히 장사하세여 ㅠㅠ
아....

나만 알고 싶다",2025-03-22,5,"[0.0006, 0.0012, -0.0017, -0.0008, -0.0014, 0.0007, 0.0016, 0.0022, -0.0022, 0.0006, -0.0013, 0.0011, 0.0024, 0.0011, -0.0013, 0.0018, 0.0020, -0.0007, -0.0005, -0.0004, 0.0014, 0.0026, 0.0026, -0.0031, -0.0005, 0.0001, -0.0021, -0.0013, -0.0003, -0.0022, -0.0009, 0.0001, -0.0023, -0.0005, -0.0010, 0.0031, -0.0007, 0.0001, 0.0028, -0.0030, 0.0022, -0.0006, 0.0023, 0.0002, 0.0053, -0.0013, -0.0001, 0.0005, -0.0020, -0.0015]"
5,"돈까스 바삭하고 튀김옷과 고기가 아주 밀착되어 있음. 고기 기름기를 싹 제거하여 아주 단백한 맛을 내는 디테일한 돈까스.
이정도면 싸고 맛도 있는 최고의 돈까스가 아닐까

기름기 좔좔흐르고 육즙 찾는 사람은 비추 ㅉ",2024-07-22,0,"[-0.0011, -0.0020, -0.0044, 0.0038, -0.0066, -0.0030, 0.0001, 0.0000, -0.0024, -0.0008, 0.0015, 0.0012, 0.0002, 0.0002, -0.0018, 0.0012, 0.0013, -0.0030, -0.0022, -0.0018, 0.0018, 0.0064, 0.0057, -0.0012, 0.0027, 0.0023, 0.0021, 0.0003, -0.0019, 0.0011, 0.0003, 0.0020, 0.0007, 0.0018, -0.0010, -0.0006, 0.0040, -0.0016, -0.0036, -0.0040, -0.0034, 0.0008, -0.0036, -0.0017, 0.0034, 0.0005, 0.0006, -0.0012, -0.0054, 0.0024]"
3,"12,000원짜리 안심돈가스, 딱 그 정도 입니다. 흔한 김X천국 등에서 먹을 수 있는 돈가스보다 아주 약간 더 나은 수준입니다. 이걸 먹으러 제주 여행온 분들이 굳이 시간과 애를 써서 방문할 필요가 없다고 봅니다.",2025-04-22,1,"[0.0034, -0.0009, -0.0010, -0.0023, -0.0042, 0.0021, -0.0017, 0.0039, -0.0016, -0.0005, 0.0020, -0.0021, 0.0003, 0.0019, 0.0021, 0.0039, 0.0010, -0.0000, 0.0004, -0.0006, 0.0011, -0.0004, 0.0021, 0.0001, -0.0024, 0.0057, 0.0016, 0.0005, -0.0020, -0.0005, 0.0009, -0.0020, -0.0029, 0.0026, 0.0006, -0.0014, 0.0011, -0.0003, 0.0032, -0.0009, 0.0019, 0.0019, -0.0021, 0.0008, 0.0023, 0.0021, 0.0010, -0.0012, 0.0002, -0.0003]"
3,"오픈전부터 표뽑고 7시간 기다려서 간 TV유명 돈까스집
맛은? 맛은있으나 1시간정도 줄서는게 적당한 수준입니다.
매체통한 마케팅 효과를 턱턱히 본 곳이네요.
좀 더 비싸지만 서울 유명 돈까스집이 더 맛은 뛰어나버다.
Don't recommend to invest too much time for just good pork cutlet.
Pork cutlet is Pork cutlet not very special.
But in reasonable price with good taste.
However not excellent taste to stand by for day.
Just enjoy Jeju more than this.",2024-07-22,0,"[-0.0002, 0.0022, -0.0026, 0.0010, -0.0006, 0.0000, -0.0007, 0.0023, -0.0013, 0.0004, 0.0012, 0.0005, 0.0017, 0.0012, -0.0042, -0.0000, -0.0009, -0.0020, 0.0009, 0.0026, 0.0011, 0.0033, 0.0066, -0.0001, -0.0041, 0.0006, 0.0022, -0.0012, 0.0012, -0.0016, -0.0012, 0.0001, -0.0033, -0.0028, 0.0020, 0.0014, 0.0028, 0.0008, -0.0019, 0.0010, 0.0014, 0.0007, -0.0005, -0.0023, 0.0037, 0.0038, 0.0020, 0.0005, 0.0003, -0.0013]"
5,"웨이팅은 힘들지만 맛있네요
치즈돈까스 넘 좋아요",2024-12-22,6,"[-0.0025, 0.0022, 0.0008, 0.0011, -0.0112, 0.0071, -0.0027, 0.0059, 0.0002, -0.0038, -0.0078, 0.0023, -0.0042, -0.0024, -0.0075, -0.0014, 0.0046, 0.0019, -0.0058, 0.0020, 0.0014, 0.0021, -0.0087, 0.0035, 0.0009, 0.0004, 0.0081, -0.0052, -0.0056, 0.0042, -0.0056, 0.0016, 0.0053, 0.0016, 0.0016, -0.0126, -0.0081, -0.0045, -0.0047, -0.0009, 0.0058, -0.0007, -0.0037, -0.0033, 0.0051, -0.0024, 0.0062, -0.0032, 0.0037, -0.0031]"
5,"등싱돈가스는 정말 엄지척
소금에 찍어먹음 담백하고 부드러운 고기맛이 좋았답니다.
치즈돈가스는 쭈욱 늘어나고요.
카레소스 추가해서 찍어드시거나 밥비벼드심 맛나고요.
진짜 왜 연돈연돈 하는지 알 것 같아요
등심돈가스는 정말 추천하고 싶어요:-)",2021-07-22,3,"[-0.0037, 0.0057, -0.0021, 0.0001, 0.0031, -0.0033, -0.0005, -0.0003, -0.0021, -0.0055, -0.0014, -0.0004, -0.0021, -0.0032, 0.0006, -0.0017, 0.0019, -0.0036, -0.0014, -0.0038, -0.0001, -0.0024, -0.0022, -0.0016, 0.0017, -0.0008, 0.0017, -0.0035, -0.0034, 0.0017, 0.0020, -0.0017, 0.0010, -0.0058, -0.0037, 0.0002, -0.0014, 0.0027, 0.0026, -0.0003, -0.0031, -0.0014, -0.0031, 0.0018, 0.0048, -0.0026, 0.0006, 0.0005, 0.0035, 0.0008]"
5,돈까스 치즈까스 둘 다 너무 맛있었어요. 튀김옷이 과자같이 바삭하고 하나도 안느끼함. 깍두기랑 장국도 맛있고 모든게 맘에 들었습니다.,2021-07-22,3,"[-0.0015, 0.0018, 0.0039, 0.0025, 0.0051, -0.0047, -0.0022, 0.0038, 0.0007, -0.0008, 0.0027, 0.0014, -0.0012, 0.0011, -0.0021, -0.0033, -0.0038, 0.0031, -0.0009, -0.0012, 0.0007, 0.0030, 0.0027, -0.0004, 0.0029, -0.0008, 0.0017, -0.0020, -0.0029, -0.0019, 0.0043, -0.0036, -0.0012, 0.0019, -0.0012, 0.0009, 0.0010, 0.0014, 0.0042, -0.0003, -0.0013, -0.0010, -0.0014, 0.0036, 0.0036, -0.0053, -0.0042, -0.0041, 0.0006, 0.0022]"
